Date,US_Tech_Equity,US_Healthcare_Equity,US_Financials_Equity,US_Energy_Equity,US_Consumer_Equity,European_Equity,Emerging_Markets_Equity,US_Govt_Bonds,US_Corporate_Bonds,Global_Bonds,REIT,Gold,Commodities,Money_Market
2021-11-01,0.09109543259645994,-0.028752038007235373,0.019537083929476146,-0.052256255328132696,0.0012599676778236773,-0.039573186383759416,0.05279482714243981,-0.006853028248795884,0.021601801976445602,-0.008322746822313558,-0.06782569482158449,0.03970929288598932,-0.0006779849952845895,0.000820460324949706
2021-12-01,0.10193292406081453,0.029073419986682357,-0.0061660456663134855,0.027121915697774657,0.020005925574665576,0.03141474007280129,0.026420260632193954,0.010936614858886463,0.008835601114128552,0.00102337396053953,0.034022018524628564,-0.03694909187574878,0.05808662993583615,0.0019792643349943965
2022-01-01,-0.05932689592595151,-0.0017847446168209671,-0.05433339206497023,-0.05151853110163227,-0.04028329726786996,-0.08902941808061544,-0.06690449464299388,0.00684144579102141,0.02116401293485451,0.014109869907185695,-0.023812905370734987,-0.04350456349316193,-0.0716033223123237,0.0017043110522531426
2022-02-01,-0.039618013790760395,0.011022754343144956,-0.0578690697995573,0.03195633181818663,0.012470067028176372,-0.042536707003783696,0.07540470606094565,-0.0007953913198890145,0.005229271548668691,0.0015814109092668813,-0.03276226591197699,0.07654101881736805,0.04862515745107828,0.0004956076662847061
2022-03-01,-0.057131690041430226,0.003068048010567006,-0.022878826307249366,-0.09931032431160315,-0.011914568706417656,-0.016700104502863765,-0.04368675087738498,0.006192062267000577,-0.0005373506856749914,-0.013393710207881113,0.019654121278580385,0.03128418018058407,-0.023783556508359477,-0.00047675668957121637
2022-04-01,0.054096993857350784,0.029459355456322757,0.059969257688829124,0.04004029880869767,0.0066721738070205094,0.04567706295398851,0.07875345132045049,-0.012976874967753871,-0.003669923892488546,-0.0076880078815928215,-0.06085409314735421,0.010630083663627828,0.03906007112658106,0.0038238131940296124
2022-05-01,0.05413955023383311,0.002456346686951152,0.017557292461604958,0.01755712969301246,-0.0039856113698754515,0.014676184185905754,-0.015400708059846158,0.017629544207234404,0.01986024821923606,0.040394852147099654,-0.005332760711272487,-0.0009427678710399118,0.020901106268217336,0.0006822174018248075
2022-06-01,-0.025964433835086252,-0.035315226177803756,-0.00907708247716878,0.003623641879569256,-0.010838929961820414,0.031234297715365972,-0.17174617021954736,0.0209448020328921,-0.01063990651819793,0.017931497567517465,-0.02899618188862861,0.020385131397902753,-0.021061804365779615,0.0008946056233957466
2022-07-01,-0.016906400489063035,0.07523667427337903,0.037559407109571744,0.006690831020295086,0.08750290824150223,0.09061362176197393,0.11703286929645162,-0.014136345538513133,-0.028726099491874626,-0.006490668576486449,-0.01222698407891517,0.018699438135187534,0.09873077009092177,0.0015396080777021857
2022-08-01,0.04726305019655031,-0.044343780470383946,0.018096492354636312,0.008685673038376193,0.012139471321644855,0.03500529140560084,0.0812523172318368,-0.00130720996858946,0.02201404551303076,0.03414739729600813,0.0463908731375873,-0.003320932684879447,0.0494038299765761,0.0018046300805162681
2022-09-01,-0.06032171735185717,-0.037862055563164076,-0.11137801764730554,-0.0005525773613847661,-0.031221437286148936,-0.035930113609739966,-0.07341211130024933,-0.006351244139641705,0.01273944384438308,-0.013362184182442878,-0.12226674511454245,-0.05590040797440638,-0.011978326143728485,-0.001068056665839788
2022-10-01,0.05246486980158343,0.05115195609810656,0.05539023867378761,-0.009782626109045487,0.06556921606217497,0.04508759098062305,-0.06329663442529194,-0.010772458751235307,-0.018853405404837816,-0.029420325699549898,-0.04478317387851527,0.0203514082025246,0.07925842142540505,0.002473181041496038
2022-11-01,-0.028075955277190895,0.006640378800275746,0.01039949059187914,-0.03246395605956906,-0.007686910862692164,0.029934105622083908,-0.01746288606864265,-0.010742206615523253,-0.0034189150333147006,-0.008451569429036725,0.05427434293970173,-0.0329289487464947,-0.06719519436192734,3.1036468434454114e-05
2022-12-01,-0.10543236299631746,-0.05426414940078683,-0.11854233319588123,-0.13565145172204848,-0.054551492254388684,-0.08291616005174136,-0.07449507797772581,-0.015812133393967864,0.01164789932960624,-0.02155455725171085,-0.006420599272294248,0.01965653723237155,-0.04287396512458476,0.0035531350955812025
2023-01-01,-0.026565889156752315,-0.06636618567151142,-0.03086601022459208,-0.19922080531520267,-0.044906855194685694,-0.021480902315222702,-0.08082709158904705,-0.02343422307739938,-0.00020015499871621316,-0.021916467433944264,-0.08806914370292958,-0.07793470062018582,-0.013948337704911478,0.00020507601360943714
2023-02-01,-0.06918988006460372,-0.07020860165794553,-0.13635952373325622,-0.10134182320551914,-0.04364201225344991,-0.09453704509021464,-0.051787389767516526,-0.01951007561594875,-0.01317446978768437,-0.013937881740403646,-0.06219171073637424,0.03687043925512871,0.028273403888688303,0.004322746371941255
2023-03-01,0.09125770066953207,0.03775930629595214,0.07980781954460853,0.10145236545066705,0.05148064338162315,0.05365941347572108,0.08992709702122623,-0.0008233536504943877,0.02034804721817571,0.004879159350134904,0.07355013844632838,0.05396145525084347,0.0632689472652878,0.0025599093706524883
2023-04-01,-0.07926284597045222,-0.021590524172689904,-0.015414033719048714,0.03670002982522714,-0.028392284192051448,-0.0003237792846230358,-0.012842215760514489,-0.017367637541541057,-0.05444548543759345,-0.03543642353678025,0.0012487883419367374,0.004781350950787854,-0.057362079336452355,0.00037263175381967617
2023-05-01,-0.03361088009293058,0.013964657341321369,0.029918292936602718,-0.027690429592931,-0.022689670165296882,-0.00816317308041949,-0.05015386725156447,-0.0068568135483058155,0.013888116915835615,0.012244092206293234,0.027093638621187077,0.01599350533465567,-0.12446612430110363,0.003794069727916221
2023-06-01,0.17227508822247845,0.11676693366118068,0.14634618719830322,0.17387354443500033,0.10369865708708093,0.09575044431378742,0.1417434320524332,-0.003432698091284649,0.00989186005216629,-0.0038546712541349293,0.017051947686895077,0.009251828459629286,0.021467029741896425,0.0010274993266840013
2023-07-01,0.007775614779901385,-0.05225060611420264,-0.032052958072612596,-0.03364177409937636,-0.015479900963385971,-0.012093257922694067,0.04536152771721652,-0.030152715450052926,-0.05384516323790324,-0.05516598979204584,-0.08874126064689321,0.005178664816447723,0.011250968866501818,0.00398510204086317
2023-08-01,0.012903969153210636,0.04300925945091559,0.009424016701397073,-0.017594874628419008,0.013504977516295544,0.02874464782082992,-0.10098487945285847,0.029020400799561728,0.0009905050464829126,0.018659768848310714,0.05979048979773254,-0.052440865938015196,-0.04348290158960481,0.002282508369807685
2023-09-01,0.07361854145595464,0.05273193660760064,0.042837526793016556,0.04964309985060865,0.03916942233645343,-0.004898428010789276,0.0021168636372868588,-0.011449680230604385,0.0055675879458076255,-0.013223357376499259,0.01080909184046603,0.0022718727505352254,-0.04307645432192608,0.002251896786613691
2023-10-01,-0.0582228262903756,-0.07663809861266395,0.006091109050441733,-0.03510294883505548,-0.03657310649281751,0.03508426123190701,-0.016123919546299822,0.0007932592578330038,0.001577406893327938,0.011082157878465823,-0.09668808182350877,-0.06658058514101059,-0.04195020289798725,0.00019122588362772324
2023-11-01,-0.16202618614522463,-0.013397545127016552,-0.09392556591658816,-0.1693439435619092,-0.06278758515540318,-0.09612535476402108,-0.1356108295344985,0.023163634266620287,0.050305936509133356,0.030910709679122395,-0.07893097957354307,0.004451161591839892,-0.0416049592619244,0.001521322022843116
2023-12-01,-0.06700428598409415,-0.005767743851674556,0.04696628565381603,-0.02623982380812049,-0.01559393887906362,0.003444290691058017,0.059941970970379704,-0.00697759632843839,0.011436555046898434,0.005681892698284515,0.008545092358001447,0.07185460318805954,0.09827883182651495,0.0037178361253188416
2024-01-01,-0.047785579197288035,0.03227828038018023,0.0351758206924631,0.11037812506319636,0.04013799754403608,-0.02056699808736113,0.029696695639822076,-0.00925705503794827,0.0015707788370781651,0.03890269148319805,0.04134008579022852,0.039690174406355534,-0.09844514763932674,0.0017753073832371654
2024-02-01,0.015914758902283548,-0.024486678609973223,0.008221370784560419,0.021880544300571732,0.013594758623622123,0.014589239408560106,-0.005545409397261083,0.023877452785176542,0.0046319208857993135,-0.019558084369621573,0.010811127887319218,0.030717596465372806,-0.0018854033555372974,0.003102568979546647
2024-03-01,-0.11825764999965264,0.01618238392390529,-0.05233067264439778,-0.04600914867210557,0.02052730668600023,-0.02425120175708911,-0.06192256998391828,-0.0009041418992284753,0.007554898411007664,0.01072178401528042,-0.002692202092907699,0.04470392862113851,-0.1638636058973627,0.002345906166546537
2024-04-01,0.08745017816327445,0.053652477286655224,0.02377250275431576,0.06334214033723358,0.06526431117920196,0.09510325925591391,0.07795792168320217,0.0024090180840243263,0.006616266045706429,0.014044299609307693,0.050235694051204274,-0.036226336991207225,0.07212307072306838,-3.879508526913973e-05
2024-05-01,-0.10570466935387342,-0.047172071975970606,-0.044993657609954774,-0.05467810813231341,0.04369537801300442,0.015211813052697816,-0.03493846537966373,0.006558682644753332,-0.04514026811969875,-0.003859596082226147,-0.026372334621161467,0.07073917199633942,-0.010383892028341873,0.001270512727753946
2024-06-01,0.014747151475528587,0.040203435185024075,0.04244163101930429,0.04845377182383455,-0.0003609778366680805,0.022407818311362137,0.05233704127955101,-0.005122025361034939,-0.034640873693603746,-0.025894212209690456,-0.005730359700977654,0.00598210089056604,0.06522764710772479,0.0013561519320715594
2024-07-01,0.04440156705509712,-0.0022488259753809248,0.045197999617898936,-0.02539819355755093,0.00168078156714002,-0.025637911697588535,0.004961810337088427,0.016472773877057006,0.02456839556732846,0.03688344488519207,0.0325427828161656,0.057398681695391744,0.01683404040563162,0.0030176123017641877
2024-08-01,0.1322177461556178,0.05892839784071799,0.12059788388313111,0.09645082902971039,0.05970087686213895,0.09398657196183982,0.15477714914976898,-0.030057207598875365,-0.02434161908772934,-0.04440939584388071,0.03527192249764697,0.02850968126145354,-0.008968594840245866,0.003025352393743525
2024-09-01,0.027107079291482546,0.08416907785450387,0.041593371417282435,0.12532682823740404,0.00504372231685807,0.008336468587662913,0.009825536751297683,0.025616950385714495,0.06014013339897062,0.045132855485011426,0.04419330413284076,-0.002064069582114399,0.16852936996366985,0.00425573015551098
2024-10-01,0.099568659145578,-0.02210274189720672,0.044567515876332814,0.04387301465902225,-0.007519232790178857,0.020588551295899545,0.007077754482796883,0.014547947422863545,0.025551915805928905,0.015447660308335246,0.03106476600299663,-0.04115131183418106,0.1222604946617774,-0.0001808190481974309
2024-11-01,-0.00686477586885491,-0.01873502641017394,0.026252821107104366,-0.03014466368408618,-0.034696104294486003,-0.013210192588807429,-0.011929666470510667,-0.001105032849332921,0.03267490670109677,0.0007336921759828305,-0.06426603450463057,-0.006182386486893479,0.05417059718986671,0.0031216368127550105
2024-12-01,0.04845403489941064,0.007353357154575482,0.0038484527823383474,-0.02442488264686659,0.0010711038842476294,0.01677682137320915,0.005514230145752823,-0.006139510878769582,0.003401254976737645,0.008638813647924121,-0.002370245226014902,0.015160690658559479,0.05175613237403557,0.0003605996558802753
2025-01-01,0.07450463655062274,0.03927900823447699,-0.0003380899561458012,0.010206125192753105,0.07177349703329389,0.006944721396309857,-0.017455872868786595,-0.0013907650312154217,-0.029902387775551608,0.006511133499026803,-0.06437101718350763,0.017239735702039505,-0.007539415775855996,0.0012041574621040746
2025-02-01,0.060005409344568696,-0.005820955847980536,0.033623317217298346,0.07545981959700848,0.002099806746311294,0.0667182406820276,-0.06823028657583417,0.0017990766915682215,-0.005127984925419809,0.014544985403858993,0.014758139906398942,0.011234369651782303,0.091909089291645,0.0002517190894021158
2025-03-01,-0.0973387048601883,-0.04608599655662372,-0.04812244209422499,-0.01914470443799605,0.015996647195992142,-0.05415465696275251,-0.027507371303514477,0.008023126731954848,0.020227568288654,0.019902646883491176,-0.025923208488318757,0.0033393841886057525,-0.03226375517838036,0.000823412197506165
2025-04-01,0.059856075735912985,0.0512948644384398,0.007661147370738042,0.11328899755714411,-0.007812492533626749,0.044610851518125993,-0.03617397436479988,0.03387924637980929,0.012024440512730604,0.00628404195815759,0.03255892761447854,-0.020330334333042044,0.06595086699815514,0.0012876265580465973
2025-05-01,-0.05724005003772683,-0.017425668611168683,0.011808368618652336,0.007176052559869129,0.02130712214639978,0.02546567659848234,-0.01348384714698752,0.005766737169315748,-0.003544061640270162,0.009607608217709005,-0.09275506940046027,0.0489885401427627,0.04779374670857306,0.00318277377170748
2025-06-01,-0.15857754537981278,-0.07433025269249043,-0.08850440098189044,-0.18631724055374263,-0.09716924724563021,-0.11755336020458507,-0.07359914539360447,0.015658724963083685,0.02260732266414003,0.03209047941507924,-0.0781846615334118,-0.05285241137489202,-0.07179945597627323,0.003532587114268572
2025-07-01,-0.035471979291784944,-0.03837339873054351,-0.06014987693881491,-0.13765094947819695,-0.01180935934258997,-0.056982749136755335,-0.06552724700398445,0.015154992922290085,0.03207419726032218,0.0073780756033249035,-0.03874112516270861,0.026713316272932806,0.01613264870007441,0.002619462667780754
2025-08-01,-0.05210898673465927,-0.0072774327388368705,-0.035753737989108476,-0.03936114481833399,-0.03249611637187268,-0.0418429432551004,-0.034351851179667894,0.014785096359437085,0.022247604388414888,0.03415533974156472,0.027656671406834178,-0.04831786891972054,0.11770890430013808,0.0003038669709473456
2025-09-01,0.057336661778213165,-0.05202328978059554,0.0016065828213493961,0.034418324025272624,0.054792731794749645,-0.04512019229891175,-0.036882193984975276,-0.02351940837717218,0.019536139283355722,0.009473233418585292,0.020794029929660313,-0.03745716017944602,-0.06263736687365029,0.0010383834763553782
2025-10-01,0.05063291152086431,0.04913594987477048,0.07231023153533919,0.13367188998008597,0.02156994914700698,-0.024365022482984364,0.043356226369497125,-0.0038060961384186877,0.0107750738303529,0.0002588326196668938,0.07377340454829437,-0.015107770823220849,0.05889002223295821,0.002048782671829522
2025-11-01,-0.033702071979926196,0.027522317119431608,0.000492370453765139,0.01779939286920618,-0.006859161789499595,0.0022331687929337297,0.10420184487926479,0.02396676455576747,0.007471144494608693,0.01872055000445359,0.0010350476855686208,-0.016683666193357892,0.0460260415197625,0.0027297069229011268
2025-12-01,-0.010840575940354908,0.021182777519053675,-0.0019922101245161087,0.007412412498564529,-0.009244267036136492,-0.014137518601971887,0.048373398847942575,-0.012223066851435456,0.01239473755934655,-0.009367993586913311,-0.024838528757317638,0.0876015521959979,0.11444826602544084,-0.002122382926135198
